Transaction Summary for January 1, 2013 to April 27, 2016
Transactions: 581

Date	Order ID	SKU	Transaction type	Payment Type	Payment Detail	Amount	Quantity	Product Title
Dec 29, 2014	107-5731455-5757851	L-TRU-021814-1699-FROZENELSASPARKLE	Refund	Product charges		$-24.98	1	Disney Frozen Sparkle Princess Elsa Doll
Dec 29, 2014	107-6484449-3854663	HN-IN6B-04Y1	Refund	Amazon fees	Referral Fee on Item Price	$2.25		OXO SoftWorks Salad Spinner
Dec 29, 2014	107-6484449-3854663	HN-IN6B-04Y1	Refund	Amazon fees	Refund Administration Fee	$-0.45		OXO SoftWorks Salad Spinner
Dec 29, 2014	107-6484449-3854663	HN-IN6B-04Y1	Refund	Product charges		$-15.00	1	OXO SoftWorks Salad Spinner
Dec 29, 2014	111-2883215-5205825	MACYS-051314-999-CUISINART.SANDWICH	Refund	Amazon fees	Referral Fee on Item Price	$3.74		Cuisinart Dual-Sandwich Nonstick Electric Grill
Dec 29, 2014	111-2883215-5205825	MACYS-051314-999-CUISINART.SANDWICH	Refund	Amazon fees	Refund Administration Fee	$-0.75		Cuisinart Dual-Sandwich Nonstick Electric Grill
Dec 29, 2014	111-2883215-5205825	MACYS-051314-999-CUISINART.SANDWICH	Refund	Product charges		$-24.94	1	Cuisinart Dual-Sandwich Nonstick Electric Grill
Dec 29, 2014	103-8410391-0005018	L-TRU-042114-499-PAWPATROLFIRETRUCKRACER	Refund	Amazon fees	Referral Fee on Item Price	$1.96		Nickelodeon, Paw Patrol Racers - Marshall
Dec 29, 2014	103-8410391-0005018	L-TRU-042114-499-PAWPATROLFIRETRUCKRACER	Refund	Amazon fees	Refund Administration Fee	$-0.39		Nickelodeon, Paw Patrol Racers - Marshall
Dec 29, 2014	103-8410391-0005018	L-TRU-042114-499-PAWPATROLFIRETRUCKRACER	Refund	Product charges		$-13.04	1	Nickelodeon, Paw Patrol Racers - Marshall
Dec 26, 2014	104-6479523-2433025	FAM$-022514-75-SW.50PC.PUZZLE.ORNAMENT	Refund	Amazon fees	Referral Fee on Item Price	$1.27		50pc Star Wars Ball Puzzle Tin Ornament
Dec 26, 2014	104-6479523-2433025	FAM$-022514-75-SW.50PC.PUZZLE.ORNAMENT	Refund	Amazon fees	Refund Administration Fee	$-0.25		50pc Star Wars Ball Puzzle Tin Ornament
Dec 26, 2014	104-6479523-2433025	FAM$-022514-75-SW.50PC.PUZZLE.ORNAMENT	Refund	Product charges		$-8.48	1	50pc Star Wars Ball Puzzle Tin Ornament
Dec 26, 2014	103-3701622-4530651	WGN-U-466-CATDUMPTRUCK8in	Refund	Amazon fees	Referral Fee on Item Price	$1.94		Toystate CAT Tough Tracks 8" Dump Truck
Dec 26, 2014	103-3701622-4530651	WGN-U-466-CATDUMPTRUCK8in	Refund	Amazon fees	Refund Administration Fee	$-0.39		Toystate CAT Tough Tracks 8" Dump Truck
Dec 26, 2014	103-3701622-4530651	WGN-U-466-CATDUMPTRUCK8in	Refund	Product charges		$-12.90	1	Toystate CAT Tough Tracks 8" Dump Truck
Dec 23, 2014	105-6454974-3961045	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Big Bang Theory Trivia Game
Dec 23, 2014	105-6454974-3961045	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.30		Big Bang Theory Trivia Game
Dec 23, 2014	105-6454974-3961045	CT-V8J4-BBJ2	Refund	Product charges		$-10.00	1	Big Bang Theory Trivia Game
Dec 23, 2014	110-5857665-7808203	KM-091414-1169-MINNIEREGISTER	Refund	Amazon fees	Referral Fee on Item Price	$4.05		Minnie Bowtique Cash Register Total of 9 Pieces
Dec 23, 2014	110-5857665-7808203	KM-091414-1169-MINNIEREGISTER	Refund	Amazon fees	Refund Administration Fee	$-0.81		Minnie Bowtique Cash Register Total of 9 Pieces
Dec 23, 2014	110-5857665-7808203	KM-091414-1169-MINNIEREGISTER	Refund	Amazon fees	Shipping Chargeback	$3.51		Minnie Bowtique Cash Register Total of 9 Pieces
Dec 23, 2014	110-5857665-7808203	KM-091414-1169-MINNIEREGISTER	Refund	Product charges		$-26.99	1	Minnie Bowtique Cash Register Total of 9 Pieces
Dec 23, 2014	110-5857665-7808203	KM-091414-1169-MINNIEREGISTER	Refund	Other	Shipping	$-3.51		Minnie Bowtique Cash Register Total of 9 Pieces
Dec 23, 2014	109-4096052-0465032	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.73		Big Bang Theory Trivia Game
Dec 23, 2014	109-4096052-0465032	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.35		Big Bang Theory Trivia Game
Dec 23, 2014	109-4096052-0465032	CT-V8J4-BBJ2	Refund	Product charges		$-11.57	1	Big Bang Theory Trivia Game
Dec 23, 2014	109-4096052-0465032	CT-V8J4-BBJ2	Refund	Other	Other concession	$-10.00		Big Bang Theory Trivia Game
Dec 23, 2014	109-4096052-0465032	CT-V8J4-BBJ2	Refund	Other	Product Tax	$-0.70		Big Bang Theory Trivia Game
Dec 23, 2014	111-7255816-4791422	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Big Bang Theory Trivia Game
Dec 23, 2014	111-7255816-4791422	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.30		Big Bang Theory Trivia Game
Dec 23, 2014	111-7255816-4791422	CT-V8J4-BBJ2	Refund	Product charges		$-10.00	1	Big Bang Theory Trivia Game
Dec 23, 2014	102-9502703-9960262	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Big Bang Theory Trivia Game
Dec 23, 2014	102-9502703-9960262	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.30		Big Bang Theory Trivia Game
Dec 23, 2014	102-9502703-9960262	CT-V8J4-BBJ2	Refund	Product charges		$-10.00	1	Big Bang Theory Trivia Game
Dec 23, 2014	108-6241647-2022624	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Big Bang Theory Trivia Game
Dec 23, 2014	108-6241647-2022624	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.30		Big Bang Theory Trivia Game
Dec 23, 2014	108-6241647-2022624	CT-V8J4-BBJ2	Refund	Product charges		$-10.00	1	Big Bang Theory Trivia Game
Dec 23, 2014	108-0107948-8152242	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Big Bang Theory Trivia Game
Dec 23, 2014	108-0107948-8152242	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.30		Big Bang Theory Trivia Game
Dec 23, 2014	108-0107948-8152242	CT-V8J4-BBJ2	Refund	Product charges		$-10.00	1	Big Bang Theory Trivia Game
Dec 23, 2014	108-8706380-2512230	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Big Bang Theory Trivia Game
Dec 23, 2014	108-8706380-2512230	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.30		Big Bang Theory Trivia Game
Dec 23, 2014	108-8706380-2512230	CT-V8J4-BBJ2	Refund	Product charges		$-10.00	1	Big Bang Theory Trivia Game
Dec 23, 2014	107-6660465-3462648	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$2.25		Big Bang Theory Trivia Game
Dec 23, 2014	107-6660465-3462648	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.45		Big Bang Theory Trivia Game
Dec 23, 2014	107-6660465-3462648	CT-V8J4-BBJ2	Refund	Product charges		$-15.00	1	Big Bang Theory Trivia Game
Dec 23, 2014	111-3696686-9127441	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Big Bang Theory Trivia Game
Dec 23, 2014	111-3696686-9127441	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.30		Big Bang Theory Trivia Game
Dec 23, 2014	111-3696686-9127441	CT-V8J4-BBJ2	Refund	Amazon fees	Shipping Chargeback	$13.83		Big Bang Theory Trivia Game
Dec 23, 2014	111-3696686-9127441	CT-V8J4-BBJ2	Refund	Product charges		$-10.00	1	Big Bang Theory Trivia Game
Dec 23, 2014	111-3696686-9127441	CT-V8J4-BBJ2	Refund	Other	Shipping	$-13.83		Big Bang Theory Trivia Game
Dec 23, 2014	109-7392902-4361065	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Big Bang Theory Trivia Game
Dec 23, 2014	109-7392902-4361065	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.30		Big Bang Theory Trivia Game
Dec 23, 2014	109-7392902-4361065	CT-V8J4-BBJ2	Refund	Product charges		$-10.00	1	Big Bang Theory Trivia Game
Dec 23, 2014	104-8307263-0193802	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Big Bang Theory Trivia Game
Dec 23, 2014	104-8307263-0193802	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.30		Big Bang Theory Trivia Game
Dec 23, 2014	104-8307263-0193802	CT-V8J4-BBJ2	Refund	Product charges		$-10.00	1	Big Bang Theory Trivia Game
Dec 23, 2014	109-4096052-0465032	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.71		Big Bang Theory Trivia Game
Dec 23, 2014	109-4096052-0465032	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.34		Big Bang Theory Trivia Game
Dec 23, 2014	109-4096052-0465032	CT-V8J4-BBJ2	Refund	Product charges		$-11.37	1	Big Bang Theory Trivia Game
Dec 23, 2014	109-4096052-0465032	CT-V8J4-BBJ2	Refund	Other	Product Tax	$-0.68		Big Bang Theory Trivia Game
Dec 23, 2014	108-5523963-4771420	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Big Bang Theory Trivia Game
Dec 23, 2014	108-5523963-4771420	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.30		Big Bang Theory Trivia Game
Dec 23, 2014	108-5523963-4771420	CT-V8J4-BBJ2	Refund	Product charges		$-10.00	1	Big Bang Theory Trivia Game
Dec 22, 2014	002-5066925-1781868	CT-V8J4-BBJ2	Refund	Amazon fees	Referral Fee on Item Price	$1.50		Big Bang Theory Trivia Game
Dec 22, 2014	002-5066925-1781868	CT-V8J4-BBJ2	Refund	Amazon fees	Refund Administration Fee	$-0.30		Big Bang Theory Trivia Game
Dec 22, 2014	002-5066925-1781868	CT-V8J4-BBJ2	Refund	Product charges		$-10.00	1	Big Bang Theory Trivia Game
Dec 22, 2014	112-5160283-3674605	OLL-080314-1599-LPS.SLIDE&DIVE	Refund	Amazon fees	Referral Fee on Item Price	$4.12		Littlest Pet Shop, Slide and Dive Lagoon Playset
Dec 22, 2014	112-5160283-3674605	OLL-080314-1599-LPS.SLIDE&DIVE	Refund	Amazon fees	Refund Administration Fee	$-0.82		Littlest Pet Shop, Slide and Dive Lagoon Playset
Dec 22, 2014	112-5160283-3674605	OLL-080314-1599-LPS.SLIDE&DIVE	Refund	Product charges		$-27.44	1	Littlest Pet Shop, Slide and Dive Lagoon Playset
Dec 22, 2014	115-1496803-3412222	0S-HT5O-UYBK	Refund	Amazon fees	Referral Fee on Item Price	$9.09		Disney Mickey Mouse 4pc Toddler Microfiber Bedding Set Clubhouse Capitain Mickey Reversible
Dec 22, 2014	115-1496803-3412222	0S-HT5O-UYBK	Refund	Amazon fees	Refund Administration Fee	$-1.82		Disney Mickey Mouse 4pc Toddler Microfiber Bedding Set Clubhouse Capitain Mickey Reversible
Dec 22, 2014	115-1496803-3412222	0S-HT5O-UYBK	Refund	Product charges		$-60.57	1	Disney Mickey Mouse 4pc Toddler Microfiber Bedding Set Clubhouse Capitain Mickey Reversible
Dec 20, 2014	111-2051370-5417816	MR-KMB9-BTD8	Refund	Amazon fees	Referral Fee on Item Price	$3.34		Flutterbye Flying Fairies - Dawn
Dec 20, 2014	111-2051370-5417816	MR-KMB9-BTD8	Refund	Amazon fees	Refund Administration Fee	$-0.67		Flutterbye Flying Fairies - Dawn
Dec 20, 2014	111-2051370-5417816	MR-KMB9-BTD8	Refund	Product charges		$-22.30	1	Flutterbye Flying Fairies - Dawn
Dec 20, 2014	105-0324434-6741866	2H-L8V5-4AR8	Refund	Amazon fees	Referral Fee on Item Price	$4.87		FurReal Friends Baby Cuddles My Giggly Monkey Pet Plush
Dec 20, 2014	105-0324434-6741866	2H-L8V5-4AR8	Refund	Amazon fees	Refund Administration Fee	$-0.97		FurReal Friends Baby Cuddles My Giggly Monkey Pet Plush
Dec 20, 2014	105-0324434-6741866	2H-L8V5-4AR8	Refund	Product charges		$-32.44	1	FurReal Friends Baby Cuddles My Giggly Monkey Pet Plush
Dec 20, 2014	105-0324434-6741866	2H-L8V5-4AR8	Refund	Promo rebates	Shipping	$2.42		FurReal Friends Baby Cuddles My Giggly Monkey Pet Plush
Dec 20, 2014	105-0324434-6741866	2H-L8V5-4AR8	Refund	Other	Shipping	$-2.42		FurReal Friends Baby Cuddles My Giggly Monkey Pet Plush
Dec 18, 2014	115-0746669-7245804	6P-5Q9K-JJ6I	Refund	Amazon fees	Referral Fee on Item Price	$4.49		WWE Battle Pack: Big Show vs. Mark Henry with Do Not Enter Sign Action Figure (2-Pack)
Dec 18, 2014	115-0746669-7245804	6P-5Q9K-JJ6I	Refund	Amazon fees	Refund Administration Fee	$-0.90		WWE Battle Pack: Big Show vs. Mark Henry with Do Not Enter Sign Action Figure (2-Pack)
Dec 18, 2014	115-0746669-7245804	6P-5Q9K-JJ6I	Refund	Product charges		$-29.95	1	WWE Battle Pack: Big Show vs. Mark Henry with Do Not Enter Sign Action Figure (2-Pack)
Dec 17, 2014	116-0666884-0065839	OLL-080314-1599-LPS.SLIDE&DIVE	Refund	Amazon fees	Referral Fee on Item Price	$4.01		Littlest Pet Shop, Slide and Dive Lagoon Playset
Dec 17, 2014	116-0666884-0065839	OLL-080314-1599-LPS.SLIDE&DIVE	Refund	Amazon fees	Refund Administration Fee	$-0.80		Littlest Pet Shop, Slide and Dive Lagoon Playset
Dec 17, 2014	116-0666884-0065839	OLL-080314-1599-LPS.SLIDE&DIVE	Refund	Product charges		$-26.70	1	Littlest Pet Shop, Slide and Dive Lagoon Playset
Dec 17, 2014	115-5130687-5871464	BM-MH0J-RYXO	Refund	Amazon fees	Gift Wrap Chargeback	$5.99		Fisher-Price Bubble Guppies Lullaby Puppy
Dec 17, 2014	115-5130687-5871464	BM-MH0J-RYXO	Refund	Amazon fees	Referral Fee on Item Price	$5.25		Fisher-Price Bubble Guppies Lullaby Puppy
Dec 17, 2014	115-5130687-5871464	BM-MH0J-RYXO	Refund	Amazon fees	Refund Administration Fee	$-1.05		Fisher-Price Bubble Guppies Lullaby Puppy
Dec 17, 2014	115-5130687-5871464	BM-MH0J-RYXO	Refund	Product charges		$-35.00	1	Fisher-Price Bubble Guppies Lullaby Puppy
Dec 17, 2014	115-5130687-5871464	BM-MH0J-RYXO	Refund	Other	Gift wrap	$-5.99		Fisher-Price Bubble Guppies Lullaby Puppy
Dec 17, 2014	106-8629635-1729833		Refund	Other	Other concession	$-3.74		
Dec 17, 2014	111-6476043-3636265	K0-OW5Z-2RGV	Refund	Amazon fees	Referral Fee on Item Price	$3.89		Marvel Hulk and the Agents of S.M.A.S.H. Shake 'N Smash Hulk Figure
Dec 17, 2014	111-6476043-3636265	K0-OW5Z-2RGV	Refund	Amazon fees	Refund Administration Fee	$-0.78		Marvel Hulk and the Agents of S.M.A.S.H. Shake 'N Smash Hulk Figure
Dec 17, 2014	111-6476043-3636265	K0-OW5Z-2RGV	Refund	Amazon fees	Shipping Chargeback	$3.49		Marvel Hulk and the Agents of S.M.A.S.H. Shake 'N Smash Hulk Figure
Dec 17, 2014	111-6476043-3636265	K0-OW5Z-2RGV	Refund	Product charges		$-25.94	1	Marvel Hulk and the Agents of S.M.A.S.H. Shake 'N Smash Hulk Figure
Dec 17, 2014	111-6476043-3636265	K0-OW5Z-2RGV	Refund	Other	Shipping	$-3.49		Marvel Hulk and the Agents of S.M.A.S.H. Shake 'N Smash Hulk Figure
Dec 16, 2014	108-6385468-9997863	2Y-W9RS-UBEA	Refund	Amazon fees	Referral Fee on Item Price	$1.45		LEGO Friends Stephanie's Bakery Stand 30113 (28 Pieces)
Dec 16, 2014	108-6385468-9997863	2Y-W9RS-UBEA	Refund	Amazon fees	Refund Administration Fee	$-0.29		LEGO Friends Stephanie's Bakery Stand 30113 (28 Pieces)
Dec 16, 2014	108-6385468-9997863	2Y-W9RS-UBEA	Refund	Product charges		$-9.65	1	LEGO Friends Stephanie's Bakery Stand 30113 (28 Pieces)
Dec 16, 2014	110-5158449-5573839	4U-NLON-6W7I	Refund	Amazon fees	Referral Fee on Item Price	$1.91		Teenage Mutant Ninja Turtles Pre-Cool Half Shell Heroes Michelangelo with Surfboard Figure
Dec 16, 2014	110-5158449-5573839	4U-NLON-6W7I	Refund	Amazon fees	Refund Administration Fee	$-0.38		Teenage Mutant Ninja Turtles Pre-Cool Half Shell Heroes Michelangelo with Surfboard Figure
Dec 16, 2014	110-5158449-5573839	4U-NLON-6W7I	Refund	Product charges		$-12.76	1	Teenage Mutant Ninja Turtles Pre-Cool Half Shell Heroes Michelangelo with Surfboard Figure
Dec 16, 2014	107-7629981-4000237	OLL-091414-1000-SW.DROUDGUNSHIP	Refund	Amazon fees	Referral Fee on Item Price	$7.49		Hasbro Star Wars Clone Starfighter Vehicle - Droid
Dec 16, 2014	107-7629981-4000237	OLL-091414-1000-SW.DROUDGUNSHIP	Refund	Amazon fees	Refund Administration Fee	$-1.50		Hasbro Star Wars Clone Starfighter Vehicle - Droid
Dec 16, 2014	107-7629981-4000237	OLL-091414-1000-SW.DROUDGUNSHIP	Refund	Product charges		$-49.94	1	Hasbro Star Wars Clone Starfighter Vehicle - Droid
Dec 15, 2014	113-3956704-4966623	I4-HYI4-Q6JT	Refund	Amazon fees	Referral Fee on Item Price	$16.35		BBTS Shared Exclusive Leader Class Grimlock & Optimus Prime Two Pack Platinum Edition
Dec 15, 2014	113-3956704-4966623	I4-HYI4-Q6JT	Refund	Amazon fees	Refund Administration Fee	$-3.27		BBTS Shared Exclusive Leader Class Grimlock & Optimus Prime Two Pack Platinum Edition
Dec 15, 2014	113-3956704-4966623	I4-HYI4-Q6JT	Refund	Product charges		$-108.99	1	BBTS Shared Exclusive Leader Class Grimlock & Optimus Prime Two Pack Platinum Edition
Dec 15, 2014	105-7382442-1964223	KM-100914-2999-BARBIE.HOLIDAY'14BRUNETTE	Refund	Amazon fees	Referral Fee on Item Price	$8.70		Barbie Collector 2014 Holiday Doll Brunette
Dec 15, 2014	105-7382442-1964223	KM-100914-2999-BARBIE.HOLIDAY'14BRUNETTE	Refund	Amazon fees	Refund Administration Fee	$-1.74		Barbie Collector 2014 Holiday Doll Brunette
Dec 15, 2014	105-7382442-1964223	KM-100914-2999-BARBIE.HOLIDAY'14BRUNETTE	Refund	Product charges		$-57.97	1	Barbie Collector 2014 Holiday Doll Brunette
Dec 15, 2014	113-2485386-6961843	TRU-051014-1559-SWADDLE.BIRD.FLORAL	Refund	Amazon fees	Referral Fee on Item Price	$4.46		Swaddle Angel 36047 2pk blanket girl
Dec 15, 2014	113-2485386-6961843	TRU-051014-1559-SWADDLE.BIRD.FLORAL	Refund	Amazon fees	Refund Administration Fee	$-0.89		Swaddle Angel 36047 2pk blanket girl
Dec 15, 2014	113-2485386-6961843	TRU-051014-1559-SWADDLE.BIRD.FLORAL	Refund	Product charges		$-29.74	1	Swaddle Angel 36047 2pk blanket girl
Dec 15, 2014	111-5734080-9726637	FD-V71C-H3HG	Refund	Amazon fees	Referral Fee on Item Price	$3.94		Barbie So In Style S.I.S Hair Fun Doll 2-Pack
Dec 15, 2014	111-5734080-9726637	FD-V71C-H3HG	Refund	Amazon fees	Refund Administration Fee	$-0.79		Barbie So In Style S.I.S Hair Fun Doll 2-Pack
Dec 15, 2014	111-5734080-9726637	FD-V71C-H3HG	Refund	Product charges		$-26.26	1	Barbie So In Style S.I.S Hair Fun Doll 2-Pack
Dec 13, 2014	109-9423770-1088259	9R-SOR4-FDQQ	Refund	Amazon fees	Referral Fee on Item Price	$7.34		My Little Pony Pinkie Pie Animated Storyteller (Books included may vary)
Dec 13, 2014	109-9423770-1088259	9R-SOR4-FDQQ	Refund	Amazon fees	Refund Administration Fee	$-1.47		My Little Pony Pinkie Pie Animated Storyteller (Books included may vary)
Dec 13, 2014	109-9423770-1088259	9R-SOR4-FDQQ	Refund	Product charges		$-48.95	1	My Little Pony Pinkie Pie Animated Storyteller (Books included may vary)
Dec 13, 2014	109-3968272-0081823		Refund	Promo rebates	Shipping	$3.28		
Dec 13, 2014	109-3968272-0081823		Refund	Other	Shipping	$-3.28		
Dec 10, 2014	110-1591459-9887428	2H-L8V5-4AR8	Refund	Amazon fees	Referral Fee on Item Price	$4.87		FurReal Friends Baby Cuddles My Giggly Monkey Pet Plush
Dec 10, 2014	110-1591459-9887428	2H-L8V5-4AR8	Refund	Amazon fees	Refund Administration Fee	$-0.97		FurReal Friends Baby Cuddles My Giggly Monkey Pet Plush
Dec 10, 2014	110-1591459-9887428	2H-L8V5-4AR8	Refund	Product charges		$-32.44	1	FurReal Friends Baby Cuddles My Giggly Monkey Pet Plush
Dec 10, 2014	107-9546770-2661856	TRU-041014-135-TINKERBELL.PLUSH.BLANKET	Refund	Amazon fees	Referral Fee on Item Price	$3.28		Disney TinkerBell Pixieland Plush Blanket 30 x 45 inches
Dec 10, 2014	107-9546770-2661856	TRU-041014-135-TINKERBELL.PLUSH.BLANKET	Refund	Amazon fees	Refund Administration Fee	$-0.66		Disney TinkerBell Pixieland Plush Blanket 30 x 45 inches
Dec 10, 2014	107-9546770-2661856	TRU-041014-135-TINKERBELL.PLUSH.BLANKET	Refund	Product charges		$-21.87	1	Disney TinkerBell Pixieland Plush Blanket 30 x 45 inches
Dec 10, 2014	102-2970284-1663465	73-GIFE-PXWF	Refund	Amazon fees	Referral Fee on Item Price	$6.74		Spy Gear - Ultimate Night Vision
Dec 10, 2014	102-2970284-1663465	73-GIFE-PXWF	Refund	Amazon fees	Refund Administration Fee	$-1.35		Spy Gear - Ultimate Night Vision
Dec 10, 2014	102-2970284-1663465	73-GIFE-PXWF	Refund	Product charges		$-44.95	1	Spy Gear - Ultimate Night Vision
Dec 10, 2014	115-8372320-1644243	DEALS-090914-800-KREOTRANSBUMBLEBEE	Refund	Amazon fees	Referral Fee on Item Price	$2.77		KRE-O Transformers Bumblebee Construction Set (31144)
Dec 10, 2014	115-8372320-1644243	DEALS-090914-800-KREOTRANSBUMBLEBEE	Refund	Amazon fees	Refund Administration Fee	$-0.55		KRE-O Transformers Bumblebee Construction Set (31144)
Dec 10, 2014	115-8372320-1644243	DEALS-090914-800-KREOTRANSBUMBLEBEE	Refund	Product charges		$-18.46	1	KRE-O Transformers Bumblebee Construction Set (31144)
Dec 10, 2014	109-3968272-0081823	I4-HYI4-Q6JT	Refund	Amazon fees	Referral Fee on Item Price	$16.35		BBTS Shared Exclusive Leader Class Grimlock & Optimus Prime Two Pack Platinum Edition
Dec 10, 2014	109-3968272-0081823	I4-HYI4-Q6JT	Refund	Amazon fees	Refund Administration Fee	$-3.27		BBTS Shared Exclusive Leader Class Grimlock & Optimus Prime Two Pack Platinum Edition
Dec 10, 2014	109-3968272-0081823	I4-HYI4-Q6JT	Refund	Product charges		$-108.99	1	BBTS Shared Exclusive Leader Class Grimlock & Optimus Prime Two Pack Platinum Edition
Dec 9, 2014	112-9276485-2469040	3G-SNPE-KDRR	Refund	Amazon fees	Referral Fee on Item Price	$3.59		Disney Frozen Elsa's Magical Musical Gloves
Dec 9, 2014	112-9276485-2469040	3G-SNPE-KDRR	Refund	Amazon fees	Refund Administration Fee	$-0.72		Disney Frozen Elsa's Magical Musical Gloves
Dec 9, 2014	112-9276485-2469040	3G-SNPE-KDRR	Refund	Product charges		$-23.95	1	Disney Frozen Elsa's Magical Musical Gloves
Dec 6, 2014	108-2981144-8953807	TGT-073114-268-N.THOMAS.PZL.FATE	Refund	Amazon fees	Referral Fee on Item Price	$3.60		Nene Thomas: Fate 750 Piece Puzzle
Dec 6, 2014	108-2981144-8953807	TGT-073114-268-N.THOMAS.PZL.FATE	Refund	Amazon fees	Refund Administration Fee	$-0.72		Nene Thomas: Fate 750 Piece Puzzle
Dec 6, 2014	108-2981144-8953807	TGT-073114-268-N.THOMAS.PZL.FATE	Refund	Product charges		$-23.99	1	Nene Thomas: Fate 750 Piece Puzzle
Dec 6, 2014	108-2981144-8953807	TGT-073114-268-N.THOMAS.PZL.FATE	Refund	Promo rebates	Shipping	$2.69		Nene Thomas: Fate 750 Piece Puzzle
Dec 6, 2014	108-2981144-8953807	TGT-073114-268-N.THOMAS.PZL.FATE	Refund	Other	Shipping	$-2.69		Nene Thomas: Fate 750 Piece Puzzle
Dec 4, 2014	104-4811424-9565829	ROSES-090714-1500-BUZZBEE.MECH20TOMMY	Refund	Amazon fees	Referral Fee on Item Price	$10.33		Ruff Stuff Air Blasters Motorized Mech Tommy 20 Dart Blaster
Dec 4, 2014	104-4811424-9565829	ROSES-090714-1500-BUZZBEE.MECH20TOMMY	Refund	Amazon fees	Refund Administration Fee	$-2.07		Ruff Stuff Air Blasters Motorized Mech Tommy 20 Dart Blaster
Dec 4, 2014	104-4811424-9565829	ROSES-090714-1500-BUZZBEE.MECH20TOMMY	Refund	Product charges		$-34.44	1	Ruff Stuff Air Blasters Motorized Mech Tommy 20 Dart Blaster
Dec 4, 2014	104-4811424-9565829	ROSES-090714-1500-BUZZBEE.MECH20TOMMY	Refund	Product charges		$-34.44	1	Ruff Stuff Air Blasters Motorized Mech Tommy 20 Dart Blaster
Dec 4, 2014	105-2915796-4593850		Refund	Other	Other concession	$-20.00		
Dec 4, 2014	108-4634266-5537863	2H-L8V5-4AR8	Refund	Amazon fees	Referral Fee on Item Price	$0.14		FurReal Friends Baby Cuddles My Giggly Monkey Pet Plush
Dec 4, 2014	108-4634266-5537863	2H-L8V5-4AR8	Refund	Amazon fees	Refund Administration Fee	$-0.03		FurReal Friends Baby Cuddles My Giggly Monkey Pet Plush
Dec 4, 2014	108-4634266-5537863	2H-L8V5-4AR8	Refund	Product charges		$-0.95	1	FurReal Friends Baby Cuddles My Giggly Monkey Pet Plush
Dec 4, 2014	107-0022309-4762660		Refund	Amazon fees	Shipping Chargeback	$2.38		
Dec 4, 2014	107-0022309-4762660		Refund	Other	Shipping	$-2.38		
Dec 4, 2014	116-4438133-2353037	I4-HYI4-Q6JT	Refund	Amazon fees	Referral Fee on Item Price	$16.35		BBTS Shared Exclusive Leader Class Grimlock & Optimus Prime Two Pack Platinum Edition
Dec 4, 2014	116-4438133-2353037	I4-HYI4-Q6JT	Refund	Amazon fees	Refund Administration Fee	$-3.27		BBTS Shared Exclusive Leader Class Grimlock & Optimus Prime Two Pack Platinum Edition
Dec 4, 2014	116-4438133-2353037	I4-HYI4-Q6JT	Refund	Amazon fees	Shipping Chargeback	$6.99		BBTS Shared Exclusive Leader Class Grimlock & Optimus Prime Two Pack Platinum Edition
Dec 4, 2014	116-4438133-2353037	I4-HYI4-Q6JT	Refund	Product charges		$-108.99	1	BBTS Shared Exclusive Leader Class Grimlock & Optimus Prime Two Pack Platinum Edition
Dec 4, 2014	116-4438133-2353037	I4-HYI4-Q6JT	Refund	Other	Shipping	$-6.99		BBTS Shared Exclusive Leader Class Grimlock & Optimus Prime Two Pack Platinum Edition
